time;model_id;model_name;port_name;data
9;24;(3,2);outputNeighborhood;<2, 6, 8, 0>
9;24;(3,2);;<0, 6, 9, 1>
9;25;(1,2);outputNeighborhood;<2, 6, 8, 0>
9;25;(1,2);;<0, 6, 9, 1>
10;1;(3,4);outputNeighborhood;<0, 6, 9, 1>
10;1;(3,4);;<0, 6, 9, 1>
10;2;(4,3);outputNeighborhood;<0, 6, 9, 1>
10;2;(4,3);;<0, 6, 9, 1>
10;3;(1,3);outputNeighborhood;<0, 6, 9, 1>
10;3;(1,3);;<0, 6, 9, 1>
10;4;(0,4);outputNeighborhood;<0, 6, 9, 1>
10;4;(0,4);;<0, 6, 9, 1>
10;5;(0,3);outputNeighborhood;<0, 6, 9, 1>
10;5;(0,3);;<0, 6, 9, 1>
10;6;(0,0);outputNeighborhood;<0, 6, 9, 1>
10;6;(0,0);;<0, 6, 9, 1>
10;7;(1,0);outputNeighborhood;<0, 6, 9, 1>
10;7;(1,0);;<0, 6, 9, 1>
10;8;(2,2);outputNeighborhood;<0, 6, 9, 1>
10;8;(2,2);;<0, 6, 9, 1>
10;9;(2,0);outputNeighborhood;<0, 6, 9, 1>
10;9;(2,0);;<0, 6, 9, 1>
10;10;(3,0);outputNeighborhood;<0, 6, 9, 1>
10;10;(3,0);;<0, 6, 9, 1>
10;11;(1,1);outputNeighborhood;<0, 6, 9, 1>
10;11;(1,1);;<0, 6, 9, 1>
10;12;(2,1);outputNeighborhood;<0, 6, 9, 1>
10;12;(2,1);;<0, 6, 9, 1>
10;13;(1,4);outputNeighborhood;<0, 6, 9, 1>
10;13;(1,4);;<0, 6, 9, 1>
10;14;(4,0);outputNeighborhood;<0, 6, 9, 1>
10;14;(4,0);;<0, 6, 9, 1>
10;15;(3,3);outputNeighborhood;<0, 6, 9, 1>
10;15;(3,3);;<0, 6, 9, 1>
10;16;(4,1);outputNeighborhood;<0, 6, 9, 1>
10;16;(4,1);;<0, 6, 9, 1>
10;17;(0,2);outputNeighborhood;<0, 6, 9, 1>
10;17;(0,2);;<0, 6, 9, 1>
10;18;(0,1);outputNeighborhood;<0, 6, 9, 1>
10;18;(0,1);;<0, 6, 9, 1>
10;19;(4,4);outputNeighborhood;<0, 6, 9, 1>
10;19;(4,4);;<0, 6, 9, 1>
10;20;(2,4);outputNeighborhood;<0, 6, 9, 1>
10;20;(2,4);;<0, 6, 9, 1>
10;21;(3,1);outputNeighborhood;<0, 6, 9, 1>
10;21;(3,1);;<0, 6, 9, 1>
10;22;(2,3);outputNeighborhood;<0, 6, 9, 1>
10;22;(2,3);;<0, 6, 9, 1>
10;23;(4,2);outputNeighborhood;<0, 6, 9, 1>
10;23;(4,2);;<0, 6, 9, 1>
10;24;(3,2);outputNeighborhood;<0, 6, 9, 1>
10;24;(3,2);;<0, 6, 9, 1>
10;25;(1,2);outputNeighborhood;<0, 6, 9, 1>
10;25;(1,2);;<0, 6, 9, 1>
10;1;(3,4);;<0, 6, 9, 1>
10;2;(4,3);;<0, 6, 9, 1>
10;3;(1,3);;<0, 6, 9, 1>
10;4;(0,4);;<0, 6, 9, 1>
10;5;(0,3);;<0, 6, 9, 1>
10;6;(0,0);;<0, 6, 9, 1>
10;7;(1,0);;<0, 6, 9, 1>
10;8;(2,2);;<0, 6, 9, 1>
10;9;(2,0);;<0, 6, 9, 1>
10;10;(3,0);;<0, 6, 9, 1>
10;11;(1,1);;<0, 6, 9, 1>
10;12;(2,1);;<0, 6, 9, 1>
10;13;(1,4);;<0, 6, 9, 1>
10;14;(4,0);;<0, 6, 9, 1>
10;15;(3,3);;<0, 6, 9, 1>
10;16;(4,1);;<0, 6, 9, 1>
10;17;(0,2);;<0, 6, 9, 1>
10;18;(0,1);;<0, 6, 9, 1>
10;19;(4,4);;<0, 6, 9, 1>
10;20;(2,4);;<0, 6, 9, 1>
10;21;(3,1);;<0, 6, 9, 1>
10;22;(2,3);;<0, 6, 9, 1>
10;23;(4,2);;<0, 6, 9, 1>
10;24;(3,2);;<0, 6, 9, 1>
10;25;(1,2);;<0, 6, 9, 1>
